text,label
"o2 cz : ""každých 10 minut připojíme k internetu novou českou rodinu! co stihnete za 10minut vy?"" zákazník : ""projet vaši fup!""",0
"jeste k tomo huawei , mel sem ho v obalu , tak snad se mu.nic nestalo , cose vubec stane kdyz se podchladi ?",1
"díky , oproti skylinku jdete docela pozadu . <repeat>",0
"nevíte někdo , kolik stojí roční pernamentka?",1
tak ta je výborná : ),2
"kez by o2 nekdy zaslalo k fakture o2 kupon do cinestaru . <repeat> jsem sice blue , ale ostatni jsou take blue a dostavaji kupony pravidelne",0
ale tahle nová kofola s pěnou už není tak dobrá : ( s víc bublinkama bývala lepší . <repeat>,0
šak levne to je,1
"ještě , že mám služební o2 : d",1
"prosím , přátelé milky , podpořte tohle miminko - rozklikněte odkaz a pod fotografií klikněte na to se mi líbí : -) děkujeme za jemnost",1
"však znají oba dobře nejen pocit vyřazení ale obecně , je to stejná technologie , si nejspíš dobře rozumí : ))",1
"tak to sedí , moc pěkné",2
ono i na tom slovenksu je to lepší . <repeat>,0
pistácie : d pokud už není ! : d,1
tak ja daroval hodne lidem a preto ze je mam a jsou tu kdyz je potrebbuji.m . <repeat> ; ),2
neni co řešit . <repeat>,1
jestli si z nás nedělají srandu : -),1
"jak ? <repeat> u žehlícího prkna a hromady prádla , po vyžehlení jsem s dětma stavěla lego?",1
"ty jo , to snad ne , pojede ta sms brána ještě dneska ! <repeat>",0
"dneska jsem využil 12 mcnuggets za cenu 6 a super! : )) michal : tak si kup něco v albertu , pokud máš problém : d",2
"ty obdélníkové , v levém dolním rohu , ty jsou nejlepší ! <repeat>",2
"jinak samozřejmě holkám přeju , ať si v novém výběhu užívají sluníčka a ať se jim tam líbí : -)",2
"stepan stepik : proč čekat do vánoc a dotovat vodafone , když stačí pohledat na internetu a dostanete mnohem více za nižší ceny ? <repeat>",0
"hodně sladká , jako bmbonek",2
"zatím poslední varánek je z vajíčka , které je úplně nalevo (při soukání se z něj ho trochu odstrčil : -) )",1
"no volat jim nebudu , dal jsem podmět uoou tak uvidím",1
dobrý den chtěl bych se zeptat zda v nejbližší době bude sleva do kina palace cinemas. díky.,1
"na kartě o2 nechte co nejmenší kredit (ne v mínusu) , ten se totiž nepřevádí.",1
"kila se neřeší , za tu chuť to stojí",2
: -d nikdo ? <repeat> jedou možná ještě více než před tím . <repeat> : ),1
místo řešení krávovin (a to jsem slušný) byste se měli zaměřit na vodafone služby. jako třeba středověký fup že?,0
"a ještě se chci zeptat jak dlouho bude převedení trvat?v obchodě mi totiž říkali , že cca 30 dnů : (",1
"tak teď jako kvůli vaší chybě přijdu o 2 dny internetu a nebo 10 minut volání? fakt supr : -( nebo to nastavíte znovu , když je to vás bordel?",0
"jestli za měsíc nebudu pít aspoň kakao z milka hrnku , tak se střelím. : d",1
"o2 cz : ale píšete zadarmo . <repeat> takže když už neon máme , tak máme smůlu ? <repeat> : ((",0
dobrý den chci se zeptat jak se dá od vás koupit iphone 5 co nejlevněji chci přejít od vodafonu,1
já snídám salát z bio zeleniny každý den. lepší než samé karbohydráty a kyselinotvorné snídaně u mc.,0
"24 hodin a nemám aktivovaný paušál. odřízli jste mě od světa. budu radši , když bude k mání u t-mobile.",0
"fuj , mám se ráda , už teď mám žaludek na vodě , nerva , musím jít sníst něco sladkého : -)))))",1
"už si toho nechte , jsou tu shody příjmení , ne jedna rodina",1
"chtela bych se zeptat , jak je ted zoo otevrena navstenikum?diky za odpoved",1
miluju smazak musim ho ochtnat na tuhle novinku sem cekala dlouho,2
"bohužel není moc dobrý , zlatý big clasic cheese nebo big mac . <repeat>",0
božská vůně ! <repeat>,2
to už bude zase sněžit . <repeat> : -d,1
"vcera jsme tygriky ve vode taky pozorovali , jednoznacne nejvetsi zazitek ze zoo.",2
"zajímalo by mne , kdo vymýšlí ty komentáře : ""vypekla vás žena , podusil šéf? když atmosféru zahustí hádka . <repeat> """,1
"jo jo , už jen čekám na aktivaci a je to doma : -)",2
"parada , bozi nabidka , hned u prvniho mc zastavuju a beru rodinny baleni : d dobrá nabídka , díky!",2
"já mám všechno , co potřebuji , a závyslost rozhodně necítím (nebo spíš nevím , co to vlastně ta závyslost je . <repeat> )",1
ta jahodová s tou švestkovou musí být výborná . <repeat> : -),2
"hmm gastro a zase praha , to je ovšem už nuda! : ( v celým brně nic není jo . <repeat>",0
: -) . <repeat> děkuji za odpověď . <repeat> <heart_suit>,2
super parfémy doporučuji,2
"svátek jsem měla 26.7. , ale i tak moc děkuju : d !",2
"moc děkuji za odpověď , takže zítra dojdu na pobočku která je v metropole zličín , a co si mám připravit?",1
"kdy u nás bude stát volání jako v ostatních civilizovaných zemích (německo , rakousko , gb ?2016 , 2020 ?",0
a co takhle rozšířit akce na slevy i na ústí nad labem? praha je jaksi trošku z ruky : -/,0
"nelíbí se mi , že mažete příspěvky! každá kritika pomáhá zlepšovat služby! ve službách již pracuji hodně dlouho . <repeat>",0
"ahoj , zajímalo by mě kam se podělo kolo štěstí? možná už to tu někdo psal , ale nechce se mi to všechno pročítat. díky za odpověď. kuba",1
gratuluji a mám obrovskou radost ať se jim daří : d,2
"vůbec , nemám na to : d",1
"já ne! odmítám podporovat cokoliv se sc , bohatě stačí ten klaus , co ho máme na hradě. : /",0
"cože? a to už se to táhne půl roku? pardon , ale zasr . <repeat> o2 ! <repeat>",0
levnost je na posledním místě a služby taky,0
"hezký den , zasíláte vzorečky vůní ve flakonkách i se stříkacím aplikátorem ?",1
"ano , vybírají se stále.",1
o2 jste fakt zloději !,0
ale to je příjemné utrácení . <repeat> mňam : -),2
"připojuji se ke gratulaci přírodovědného centra , jen tak dál je to úspěch ať se vám dráčci vylíhnou všichni a zdraví. : )",2
baška sedláčková . <repeat> flora je nejlepší <heart_suit> <heart_suit>,2
"kdo mi poradí ohledně vůně? mám ráda svěží , lehké a i melounové vůně , jakou si teda pořídit?",1
"krásné zvíře , krásná fotka",2
nejj nápoj na světě ! <repeat> <heart_suit>,2
dobrý den včera sem vám posílala telefon s názvem restaurace naší oblíbene . <repeat> pošlete mi domu voucher ? <repeat> nebo mi ještě budete volat ? <repeat>,1
si objednej bez cibule a problém vyřešen : -),1
blahopřejeme k úspěchu!nádhera.,2
: ((( to nam je moc lito,0
"me by jen zajmalo proc je reklama na velikonoce , kdyz je teprv listopad a budou vanoce",1
to rajče je na tom to nejlepší! : ))),2
to má bý čas,1
u kyslíku je třeba bejt neustále ve střehu okrádají totiž nestydatě když si nedáte majzla ! <repeat>,0
"on ho neprosazuje , on je k tomu víceméně nucen : ) .",1
zdravim prosim mam dotaz.internet mi sami zrychlíte na 40 mb /s mam od vás 25 mb .děkuji moc,1
"požadovaná stránka nebyla nalezena. ověřte si , že zadaná adresa je správná nebo využijte vyhledávání. kód chyby : g 404 to mi teď ukazuje",0
zeby to byla šárka záhrobská ! <repeat>,1
"bomba , konečně je zase zpět : ))",2
"asi do toho půjdu tak i tak , takové foto se asi jen tak někomu nepovede vyfotit : -)",1
"tak proč tu někdo z milky psal , že 5 , v pravidlech je 10 , pak tu níže bylo psáno od milky 5 a pak když byl nával obálek zase 10 dní ? <repeat>",1
"dobrý den , kontakt na mě je 724767404. předem děkuji s pozdravem",1
jak se to stahne normalne do pc tohle je jen do mobilu : / ne?,1
"už jsem zkoušela , ale zatim nic z depa balíček odešel a v u nás na poště ještě nic nedostaly : -(",0
milan peršan masluk : k zaměstnancům se chovaj dobře,1
já mám hlad xd,1
"jestli to není podvodník , může to být prodloužení závazku na 2 roky.",1
koukni se na sebe pak mluv,0
"zkuste napsat e-mail , me odpovedeli vzdy temer hned , fb se bere jako informacni kanal pro novinky a ne pro stav skladu",1
dobrý večer chci se zeptat proč jste mi zrušily 50% slevu na vždy ? zkoušel sem vám volat ale po dvaceti minutách sem to zavěsil.,0
bez zpětný : d,1
chtěla bych vědět kdo vám vymýšlí reklamu páč tohle je šílený . <repeat> to už raději na vánoce velikonoční zajíčky od vodafonu,0
"hani , ten je zkoro tak krásnej jako ty : d",2
já ještě nemáaam,1
. <repeat> před chvilkou jsem přiběhl z večerního běhu . <repeat> tak holf fotbal uvidim doma . <repeat> s vínem : ),1
"při minulých přenosech jich taky spousta měla ""pupeční šňůru"" ještě venku , celou obalenou tím granulátem : )",1
velice děkuji za urychlené vyřešení problému a za osobní přístup. jsme na místě a vypadá to tu velice dobře. děkujeme! : ),2
jsou uzasny . <repeat>,2
lucie novotna : a když vám vadí některé komentáře tak co vám brání v tom je přehlížet ? <repeat> na váš názor se nikdo neptal! ; ),0
jediná podmínka je u kasy zaplatit ; ) sou volně prodejné . <repeat> a dokonce tam u nich leželi i ty hvězdičky a stromečky svítící : ),1
"kdy bude slogan ""líbí se vám naše ceny?"" nebo ""líbí se vám naše lte?""",1
já sbírám vše pořád,1
jedná se o nokia 5230. děkuji,1
něco se asi připsalo ubylo od rána zhruba 10 ks povlečení,1
"zbylo mi 7 bodů , kdo chce? : -)",1
"ano došli , jste zlatá. poděkujte i své dceři. díky moc : -)",2
nebude ve slevomatu nějaká fotokniha ? <repeat>,1
"hrozně úžasný reklamy , zahřeje v bříšku pokaždý když vidím=))",2
"dobrý den , prosím o informaci , od kdy neúčtujete hovory s operátorem při aktivní službě po svém. mně totiž naúčtován byl. děkuji.",1
kijivu je březí . <repeat> : )),2
kofola je pro malý děcka všichni musí chodit na pivo správnej čech pije pivo ! <repeat>,1
tak dnes se mi ukázalo u prvního dárečku odesláno : )) tak jsem zvědavá kdy nám dorazí : ),2
"dobrý den , odpovídají botky českému číslování , nebo když chci jedny z těch s otevřenou špičkou , tak mám volit velikost jinou? děkuji",1
tak nevim jestli mám takový štěstí nebo je něco špatně ale opět sem vyhrála a opět se to seklo.co s tím ? <repeat>,1
já také.bravo,2
já podporuju vánoční višnovou . <repeat> proste jen višnovou žádnou jinou ani clasic ani bilinka ani bez cukru prote jedine višnovou ! <repeat> : d,1
vemu si ji s sebou do hrobu,1
nesmrtelná klasika každý vánoce ))),2
nový jičín : -),1
to jsou okatý parfémy ! <repeat>,1
asi nic nebudu jíst o vánoce chci takový prasata vidět : ),1
soutěž je fake,0
tu máám moooc ráda,2
to sakra : ) č. budějovice nejsou na seznamu ! <repeat> : d,1
"moc se mi to líbí , úžasné!",2
"milá markéto , už vidim jak si pro 2 lístky někdo půjde nebo pojede přes půlku čr a eště stíhne přiject na ten zápas v čas . <repeat>",0
diky za info . <repeat> nebyl sem si jistej jestli kijivu nebo kamba . <repeat> ; -),2
ten kdo žere v mekáči nemůže bejt zase tak špatně placenej. to jídlo totiž nejlevnější není. : -),1
"není trošku mimo , že ostatní kraje byli až po poledni a jihomoravský dáte už před dvanáctou? díky , zkazili ste mi radost!",0
hůř než u meka se neposnídal!,0
"včera jsem to drama líhnutí nedokoukala , tak nevím jestli dráček vylezl celý , řekne mi to někdo ? <repeat> díky",1
kdy slevnite?,1
"děkuji , ale neuvažuji . <repeat> každopádně oceňuji rychlou reakci sledovatu.",2
no rozhodně né u vás : ))),1
hmm tučková : d,1
"a pak že světovej operátor , břídil to je a ještě hloupej jako ti králíci.",0
". <repeat> no konečněěěě ! <repeat> brácha ho prostě vytáhl ven , hurá : o))",2
"tygr je nejkrásnější zvíře , miluju je ! <repeat>",2
ja stále nič . <repeat>,1
"z tý kejdy co z toho už pomalu je a zítra bude totální , mám fáákt radost",0
sháním 3x písmenko t,1
"neoficiální distribuce telefonů , tj. telefony , které nejsou určený pro český trh.",1
já tež si davam . <repeat> brigada je velka fuška . <repeat> ale kofola to vždy vyladí : d,2
před 10ti lety ? <repeat> : -)))),1
kazdymu kdo tak hrozne tu je i v noci by mohla dat zoo zdarma vstup : )))))))))),1
balonky jsou jen do výšky 250m . <repeat> každopádně ted ta hra už nejde vůbec takže asi máme smůlu,1
to je nejlepsi proste : d,2
přesně taaaak : d,2
"problém je v tom , že tady není kam přejít . <repeat>",0
"přihlaš su na bmwklubu.cz , klusi ti s radostí školu poskytnou",1
"nic moc . <repeat> chuťovně nevárazný , málo omáčky , hrozně moc masa ve kterým je tuna oleji . <repeat> čekal sem něco líšího od breefa ale zklamal mě : /",0
dobrý den do dnešního dne mi nepřišla výhra za tipovací soutěž,0
ouu asi brzo zajdu jen co bude teplo at si to vychuntám : ddd,1
"děkuju lukáši , bohužel zatím nemám tu možnost zavolat z jiného čísla . <repeat> : -(",1
"milý vodafone , kdy se chytnete za nosánek a budete jako váš ztracený syn oscar?",0
"tak se těším , žirafky jsou super : -)",2
na live with walkman jsem to stahoval minulý týden. update center to nabídnul sám přímo v telefonu na notifikační listě.,1
"děkuju za odpověď , ale příliš jste mě nepotěšili.",0
"aha , ano , děkuji mockrát , jinak dárek je opravdu hezký : )",2
chceš víc? musíš mít rád slevomat!,1
"a ještě jeden dotaz , pohoda je do 26. let včetně? tedy když mi bude 26 , můžu tarif používat , skončí mi první den když mi bude 27?",1
"taky mi chybí jenom ""r"" a ""x"" , koupím nebo veměním , pište do zpráv",1
copak to je za zvíře?,1
skvěle tam vaři : ),2
taky to tak vidím . <repeat>,2
to já už mám váhuu tak akorát na zabíjačku : ),1
napište někdo jak voní ! <repeat>,1
"na pustý ostrov rozhodně kravičky. : -d jsou nejuniverzálnější , chutnají úplně každýmu . <repeat>",2
"shinda si pochutnala a rozdelila se i s celou svojí rodinou , hodná holka . <repeat>",1
další cesta jak ze zakazniku vymlatit dalsi penize : ) ale neboj u vodafonu se toho jeste dlouho nedockas : d,0
ja jsem dal už 100 tisíc a pořád nejsem první . <repeat> zítra zamakám a určitě půjde dát víc . <repeat>,1
"ach , ta láska nebeskáááá . <repeat> (kdyby se podařilo mimčo , to by byla paráda ! <repeat> ) -)))",2
"je jim to jedno . <repeat> hlavně , že platíte . <repeat>",0
to je super zkuste si to,2
mně taky chodí všechno 2x . <repeat> a nejlíp v 6 ráno. to fakt nechápu,0
"pořád nedokážu pochopit který chytrák vymyslel míru 0 , 4 xd",0
mužeš dát odkaz přímo na ten tarif ? <repeat>,1
"děcká , nebuďte hnidopiši. já taky vím o co jde , ale nebrání mě to se zasmát. dyk je to dobrý.",2
"hezké , originální a jednoduché . <repeat> : )) . <repeat> like. : ))",2
"dobry den , chtel bych se zeptat potom co vyuziju sve data na jakou richlost jse mi spomali internet.",1
snad se někdo najde : -),1
ten jsem si objednala a je opravdu úžasný . <repeat>,2
ale dyk jen rejpůůů : ),1
"ty jsi zvláštní honzo , : )",1
taky díky.,2
poradíte kam pro knír v brně?,1
tak co je s tím nepřevlékáte se nějak dlouho jak dlouho budem ještě čekat.už mě celý t-mobil štve asi půjdu k jinému operátorovy,0
to je smutne : d a ani to neplanujete? ; ) nebo nemuzete podat nějaký podnět na it? ; ),1
"v pátek jsem ho viděla na živo , je nádherný . <repeat> : -)",2
pěkná fotečka,2
"nejde mi nainstalovat vaše aplikace má mě rád/a , nemá mě rád/a ! <repeat> : (",0
"<d> d <d> d : d díky , od zítra se budu usilovně snažit najít . <repeat> : d",2
"dobrý den , kolik emailových účtů pojme bis u blackberry? dočetl jsem se , že je to nějakým způsobem omezeno. děkuji za odpověď",1
bylinková : ),2
"nemám v něm cracknutý ani firmware ani žádnou jinou část . <repeat> vše je originál , tedy nevidím problém na mé straně . <repeat>",1
vase odpovedi jsou prilis dlouhe. zrejme jste meli malo casu . <repeat> :,1
sýrová sezóna je snad nejlepší akce v mcd . <repeat>,2
kdy budou k dispozici v obchodech?,1
měla jsem to blbě nastavené,1
"již druhý den nefunguje síť vodafone v podbořanech. od operátora nikdo nedostal žádné upozornění. zajímalo by mě , co se děje.",0
tak to si zabyla mišo,1
"a co to znamená chytit? když po něm metnu dlažku , tak muže zdrhat jak chce : -)",1
: ddddd dal bych si říct : d,2
"th : to v tom budeš nosit vodu a zalejvat zahradu ne , že na 2 dny : -ddd",1
typnete si kolik lidi jste v pomdeli znechutili a kolik jich u vas skonci hned po vstupu 4.operatora : -d,0
"kolik to vlastně stojí? možná teď budu vypadat jako pakoš , ale proč středomoří? tam je nějaká potvora z moře? : ddd",1
kdo chce cernou je na 3km brno-praha po d1 u benzinky,1
plky plky . <repeat>,0
"milá adélo skotáková , zaměstnanci i rodinní příslušníci jsou vyřazeni ze soutěže. zkuste si přeřčíst nejdříve podmníky soutěže ; )",1
pfff a já už se chystal jet do obchodu a ještě instaluju nový firmware. no aspoň že to víme : ),1
chtěla jsem mu udělat radost když se dostal na takovou školu a hold nic jelikož mi pořád nenačetli body,0
"no to je super nápad : -)klidně by bodlo i brouzdaliště pro děti : -)chystáme se tam v pátek , už se těšíme : -)",2
beru kde je konkurz?,1
me tam padnu telefom ale asi ho nikdy neuvidim,0
. <repeat> jste nejlepší . <repeat> : )),2
"stale se mi nikdo neozval s nabidkou smlouvy , mate uz tak hodne penez ze nechcete udrzet zakaznika?",0
snad se toho dočkám díky ! <repeat> : ),2
čepovaná kofola <3 nejlepší pití na světě <3 pro točenou kofolku bych se vzdal i piva : ),2
"no přeci protože je naše , ne nějaká hnusná americká přeslazená limonáda.=)",1
nápodobně ! <repeat>,1
jsou někde velikosti?,1
"první zkouška proběhla dobře , objedávku budu opakovat , určitě . <repeat>",2
kofola nikdy nezklame.,2
bohužel mi také ještě nikdo neodpověděl : -(,0
"to nemusí být od vodafone , mohla to být šedivka od vf.",1
uvidíme. každopádně narozdíl od offline kola tady už nevěřím ani trochu výhře : (,0
"jj , už jsem to asi pochopil , vy to jen tipujete podle nicků , jestli tomu člověku je nebo není už 18 let : )",1
přála bych si konečně moct někam letět . <repeat>,1
děje se to i u mě. nesmím mít zapnuté automatické přihlášení . <repeat> zvláštní.,1
taky jsem takový měla : -)))),1
"to jsem mela , je to zajímavá vůně",2
u nás už se dneska zahajoval školní rok hezky v hospůdce u kofoly ; ),2
"dobrý den , chtěl bych zrušit internetovej modem. stačí když k vám zavolám a nebo musím zajít na vaší pobočku a vrátit vám i ten modem?",1
mám pocit že z nás dělaj blázny to si to vážně necháme líbit,0
"včera jsem dostala světle zelenou , hezká . <repeat> =)",2
chápani jsou úžasní. malinkej vypadá jako mraveneček. moc gratuluji k dalšímu miminku a celé rodince přeji hodně zdravíčka : -)))))))),2
zadáme 2 klucíčky pískomila mongolského : ) jsou to úžasní a roztomilí tvorečkové : ) v případě zájmu se ozvěte <url>,2
"vrána k vráně sedá , zlodějnu může obhajovat jenom . <repeat>",0
"attila : já taky , tak přeju opožděně všechno nejlepší v tomto magickém dni! : -)",2
: ) <heart_suit> <heart_suit> <heart_suit> : ) miluju pejský : ) <heart_suit> <heart_suit> <heart_suit>,2
jak již bylo řečeno. slováci toho zatím moc nedokázali . <repeat>,0
"to je úplně na hovno , jak t-mobile tak vpdafon : d",0
výborně ! <repeat> gratuluji!,2
"že seš to ty , tak ti to za litr seženu .-)",1
musíš být jako 50.zaregistrovaná . <repeat> ; ),1
"mimikry . <repeat> ""z důvodu nátěru dna bazénu tmavším odstínem barvy nebudou lachtani k vidění "" : d : d",1
to urcite i kdyz ja uz si tak nejak zvykl a od doby kdy mam tablet tel skoro nepouzivam takze nabijim jednou za tri dny,1
vy taky ; -) rád z vaší stŕanky píšu sms ; -),2
nádherné . <repeat> trochu mi připomínají artyčok : ))),2
"a již to řeším se sandrou , tak snad už to dobře dopadne. děkuji",1
jo já byla 11 a sem ted 20 srát na to ; ),0
tak s ni jsem nejspokojenejsi . <repeat> a moc se zamlouva okoli . <repeat> )),2
"vlastnil jsem , spickova zalezitost",2
co tam ma za chybu ? <repeat>,1
v pátek na to jdu.tak ?,1
"tak výhra z předešlé soutěže slavnostně dorazila : -) . děkuji , šátěček se bude hodit v podzimních plískanicích . <repeat> : -)",2
"také se setkávám s lidma , kterým to nefunguje ! <repeat>",0
mumínek a fufínek!,1
to je rozkoš ! <repeat> : *,2
ty mrňouskové . <repeat> : -),2
nějakou novou kofolu a nebo při zakoupení plácnu 3 kofol plyšové prasátko juu to by bylo super bych ho chtěla.,2
"koukám , že se zase budu muset vydat na návštěvu : )",1
a ta poslední branka je tipovací - rozhodující? nebo se dá také někde najít odpověď? : -),1
to mi můj pán říká taky a ani nemusí být mdž ; -),1
tak to rozhodně . <repeat> : ) díky,1
a že nemám ke službě přístup je co?,0
"ráda bych šla , avšak zdraví nedovolí : (",0
"ano , ale s vypnutymi zvuky",1
"já se po . <repeat> : d co takhle slezskou vlajku , nebo pro jistotu i něco ze slovácka?",1
: d : d : d vychytaný : d : d : d,2
já měla pres 273869 bodu a nemam to tam byla jsem na prvni pricce a nic : ( : (,0
nebyla by přes prázdniny nějaká akce? : ) (třeba zlevnit aspoň na ty 2 měsíce internet . <repeat> ),1
"gratuluji : -) , pro mě je nejlepší ta velikáááá tříbarevná : od",2
takovej fake soutěž zase ! <repeat> už vidim jak někdo udělal 348 : d : d,0
z těch co jsou na obrázku pouze 2 a dohromady 10 za 12 let,1
od kdy máte licenci na umts? od roku 2001? to nejste schopní za 11 let pokrýt signálem celou republiku? proč vám to tak trvá?,0
"lajk , ale neznamená jen to , že se to líbí , ale i v těchto věcech opak a smutek . <repeat>",1
telefon jsem koupila v běžném obchodě s telefony.blokovám by být tedy neměl.momentálně používám kartu vodafone a ta funguje normálně,1
"když se chci přihlásit na svoji stránku t -zones , hlásí mi to : kód chyby g 403.co s tím?",1
"ahoj martine , čekám , že mi dáte vědět japa je to s těmi bonusy. jsou to již 4 dny , já jsem na ten rozdíl přišel za 10 minut . <repeat>",1
"hlava koně by byla fajn , kdyby byla normální a ne jako kůň ze šachů.",1
proto jsem dnes raději ten internet nevyužívala : -(,1
"souhlasím s tou slečnou v tom fialovém jak se v tom klipu ptá ""vážně to musíš tak prežívat?"" vážně to lidí tak musíte prožívat ? <repeat> : -)",1
zadar je prostě nejlepší,2
"trochu to vypadá jako by v každé té lahvičce byl stejnej parfém , ale je to krásné. : )",2
mila milko tak u koho bylo tak jak ukazuje zlatka tak k vam udaje dorazili?,1
chci převést klasickou předplacenou kartu vodafonu na tarif na míru.,1
"všechno nejlepší k svátku milý vodafone , at se ti i nadále na poli mobilů stále tak daří : -) : -) : -) : -)",2
"byl by někdo tak hodný vodafone cz a odpověděl , jaká bude vánoční nabídka pro paušálisty ? 7 telefonů je výsměch.",0
to je moc : d,1
tolik lidí? to bych si tam ani v klidu neužil . <repeat>,0
"vkusné , pěkné . <repeat> : o)",2
tak ten parfem je mojeho manzela no proste jednicka,2
"my mame pevnou linku s adsl za 520 , - z toho je 400 , - adsl a 120 , - za 300minut na pevne linky. to uz se da ; )",2
dáš mi napít ? <repeat> : ),1
"jestli se nepletu tak do 14-dnů můžete zboží vrátit bez udání důvodu pokud ho nemáte na slouvu soerátorem , to pak nevím jak se řeší",1
"luke ermanaricus cilda ok , tak mi vysvětlete , proč i výrobce telefonu má svou infolinku? když máme ten manuál . <repeat> pro srandu králíkům? : -)",1
"fakt? já na netu četl , že to jsou lidi z vodafone.",1
eva - tak to mu gratuluju a přeju hodně zdraví stejně jako všem dalším oslavencům.,2
: -) moc díky za nedělní soutěž : -),2
"to bude někde v nastavení přímo v telefonu : ) rozhodně to není chyba u operátora , nejspíš v nastavení prohlížeče.",1
"děkuji za odpověď , na infolince jsme již vše vyřešili.",2
"měla jsem tu lentilkovou , byla úžasná ! <repeat>",2
"dobrý den , prosím vás můžete mi vypsat telefony , které podporují funkci skype s kamerou a kolik stojí každý znich . <repeat> díky moc",1
"jéé , dnes jsem konečně vyhrála v aplikaci mlsný sušeliér a zrovna moje oblíbené hvězdičky , díky moc. : )",2
taktéž děti . <repeat>,1
dobrý den nevíte o nějakych soutěží jako je treba ted milka kde se taky zbírají elan kody děkuji,1
tak to asi bude nějaký výpadek . <repeat> ale štve mě to . <repeat>,0
martin k. - to je odlesk na láhvi ; ),1
též jsem si jí nevšimla vůbec . <repeat>,1
a proč to musí být slovensky?,1
ok moc dobrá rychlost,2
". <repeat> když ji miluješ , není co řešit . <repeat> : -) taťulda : -) : -) : -)",2
dobrý den-ani mě nedošel email,1
"dobrý den , chtěl bych se vás zeptat jak mám postupovat v případě reklamace vašich nabízených služeb děkuji",1
"lucie . <repeat> a od nuly. tady neví jeden operátor , co dělá druhý : )",0
"né , že bych nevěřila , ale už jsem tu v turecku měla jeden problém s cenami . <repeat> platí to , i když jsem již v turecku? a píšu na turecké číslo?",1
. <repeat> na reklamě je vidět závislot na kofole - ona mu kouká do očí a ne jinam a má žízeň na kofolu : -),1
"a pokud chcete volat na 1-5 čísel ""neomezeně"" , tak by vás mohla zajímat služba o2 nejbližší.",1
"ríšo , v klokanově taky teče kofola? tak to čumim : -)",1
oni vzádu sou lesy : d a břízy a smrky : d a ono to bude dubaj : d no poserte mi : d,1
"vůbec nedorazila , tak nevím , kde je chyba. prosím tedy o odpověď ještě jednou a asi sem. děkuji : )",1
a máte vy havajské výdělky ? <repeat>,1
"jsem přesvědčená , že jim to vyjde , u nás je hodně mláďat , tak proč by to nevyšlo , že? : -)",1
balicky : zato tobě ty vtipy moc nejdou : ),1
"na drouhou stranu , telefon jiz byl vyroben , tj odpad uz davno existuje , a tim , ze se koupi jinej se to nezachrani",0
já chci taky ! <repeat> : -)),2
hmm . <repeat> frajer fakt užívá jsi to : dheh,1
to je právě to - smlouva na dva roky. musejí nějak zákazníka oškubat.,0
všechno nejlepší.,2
"nemám mobilní telefon s internetem , to znamená , že dárek z kalendáře si nemohu vyzvednout?",1
no konečně jsme se také v čr dočkali ; o)),2
i bez reklam dokažu nabídnout lepši tarify . <repeat> neříkam nejlepší . <repeat> ale lepší než toto . <repeat>,0
"souhlasím s tím ,",1
hezká koc . <repeat> ta bude nově na etiketě ?,1
"rotava 8°c , hodně sněhu.",1
dneska jsem ho měl : ),2
tak to bohužel nevím,1
tak pořád nic : -( ani v mailu odpověď : -(,0
"no jo , není tady , asi pro změnu kope někde za o2 : -)",1
já tam jic nemám,1
u nás za chvíli zvoní oslava dvacetin! : ),2
"zkoušela jsem to z počítače , napsalo mi to chybu tak jsem poslala email",1
"caprese beef je skvělý , jsem sice víc na kuřecí : -d ale tenhle mi chutná . <repeat> a myslím , že ten obrázek není zas tak rozdílný od reality ; -)",2
"určitě chceme s manžílkem já třetí , on první tatto , ale ještě počkáme asi až po létě . <repeat> ; ))",2
z aplikace jsem si stahla uz ranec vyhod! super!,2
tam bych nešel,0
"proč myslíte , že s tím bude něco dělat? máte nějaké info?",1
"škoda , že už nechodím do školy . <repeat> : o)",1
kdy má bejt znovu-otevřena restauračka u malostranskýho náměstí v praze? chodíme kousek od toho do baru a v noci je docela hlad! : )),1
mě by se líbila kofolácká ozdobička na stromek =od,1
krááááásná vůně.,2
reci reci reci : d kdyby ste vysly nahoru chtel bych videt kolik z vas by fakt jelo : d,0
"děkujeme : ) sme rádi , že seš naší součástí , kofolo : )",2
dvě kofoly na ex . <repeat> jo to je pro něco jinýho : d : ),1
užasna vuně,2
ty cerealni jinak vsechny jsou vyborne!<3<3,2
"mam ji , je uzasna a dlouho vydrzi . <repeat>",2
protoze ví co jí čeká : d,1
"a není to jedno , jestli to tu už bylo? : d hlavně že to zase je , ne?",1
já taky : d máme smůlu,1
a je dobrá aspoň ? <repeat>,1
záznam z poslanecké sněmovny . <repeat> je to plné optimismu a člověk se u toho fakt nasměje : -)),1
já to mám doma a vyrábí se to v opavě v opavii . <repeat> a sou dobré . <repeat>,2
"gratuluji , asi mi něco uniklo a závidím : -d ale přeju to výherci : -)",2
mnam je best! dobrý byl i chili,2
hej mě taky : d,1
"zdravím , popřemýšleli jste o el. cigaretě slim (např.vogue) ? : -)",1
zkus ji polozit na chodnik : )),1
zkusím vám nahrát screenshot co aplikace napíše do nového příspěvku,1
tak o brčka si máte říct : ),1
"tak to vám mohu jen gratulovat. já mám přesně opačnou zkušenost (a to jak rychlosti reakce , tak pomoci). ; )",0
